match,gender,age,int_corr,attr_o,mn_sat,income,imprelig,go_out,date
0.0,0.0,22.0,0.25,5.888888888888888,1070.0,44346.0,5.0,3.0,7.0
0.0,0.0,24.0,0.18444444444444447,5.5555555555555545,1400.0,42225.0,3.0,1.0,7.0
0.1111111111111111,0.0,34.0,0.3033333333333333,5.333333333333333,1290.0,37405.0,1.0,4.0,7.0
0.2222222222222222,0.0,27.0,0.2466666666666667,6.666666666666668,1460.0,28524.0,5.0,1.0,2.0
0.1111111111111111,0.0,26.0,-0.06000000000000001,6.777777777777778,1215.0,61141.0,1.0,3.0,6.0
0.3333333333333333,0.0,29.0,0.19111111111111112,6.666666666666668,1330.0,8607.0,1.0,2.0,4.0
0.0,0.0,22.0,0.2866666666666666,5.809523809523809,1250.0,37240.0,3.0,2.0,6.0
0.0,0.0,26.0,0.05333333333333335,5.7142857142857135,1210.0,36594.0,1.0,3.0,7.0
0.14285714285714285,0.0,24.0,0.04619047619047617,6.571428571428571,1400.0,62997.0,5.0,4.0,6.0
0.0,0.0,24.0,0.4766666666666667,6.857142857142858,1220.0,46608.0,6.0,1.0,5.0
0.3333333333333333,0.0,25.0,0.2780952380952381,6.904761904761906,1155.0,37881.0,10.0,1.0,6.0
0.047619047619047616,0.0,25.0,0.3119047619047619,6.55,1410.0,48944.0,2.0,1.0,7.0
0.2380952380952381,0.0,26.0,0.35,5.285714285714286,1400.0,77112.0,4.0,2.0,7.0
0.2857142857142857,0.0,26.0,0.21666666666666665,5.857142857142858,1450.0,18283.0,10.0,2.0,6.0
0.19047619047619047,0.0,26.0,0.3271428571428571,6.095238095238094,1430.0,31432.0,3.0,2.0,6.0
0.047619047619047616,0.0,32.0,0.24904761904761905,5.0,1450.0,73073.0,3.0,2.0,5.0
0.4761904761904762,0.0,24.0,0.2152380952380952,8.5,1450.0,26706.0,1.0,1.0,6.0
0.09523809523809523,0.0,23.0,0.1057142857142857,6.523809523809524,1330.0,50060.0,9.0,1.0,4.0
0.0,0.0,25.0,0.12142857142857147,7.571428571428571,1030.0,25401.0,10.0,1.0,4.0
0.0,0.0,30.0,0.2178571428571429,5.571428571428571,1097.0,39394.0,7.0,1.0,6.0
0.21428571428571427,0.0,28.0,0.09071428571428572,5.214285714285714,1400.0,40695.0,10.0,2.0,4.0
0.0,0.0,22.0,0.2442857142857143,5.7857142857142865,1212.0,37315.0,1.0,2.0,6.0
0.07142857142857142,0.0,24.0,0.3642857142857143,5.7857142857142865,1340.0,51663.0,1.0,2.0,6.0
0.14285714285714285,0.0,35.0,0.4157142857142857,5.642857142857142,1250.0,32563.0,1.0,2.0,6.0
